SAMPLE VELOCITY FIELD, TEXT FORMAT
       X          Y      VEL        EVEL 
     16.00      4.00    458.94      1.96
     16.00      6.00    462.64      1.96
     16.00      8.00    471.33      1.91
     16.00     10.00    472.53      2.01
     16.00     12.00    465.36      1.91
     16.00     14.00    467.48      1.93
     16.00     16.00    462.41      2.27
     16.00     18.00    464.47      1.89
     16.00     20.00    466.64      1.98
     16.00     22.00    470.92      1.81
     16.00     24.00    473.28      1.94
     16.00     26.00    464.22      1.96
     18.00    -28.00    463.49      2.01
     18.00    -26.00    464.77      2.02
     18.00    -24.00    460.90      1.91
     18.00    -22.00    457.35      2.09
     18.00    -20.00    459.18      2.12
     18.00    -18.00    455.45      2.04
     18.00    -16.00    447.00      1.97
     18.00    -14.00    441.41      2.00
     18.00    -12.00    436.73      1.94
     18.00    -10.00    436.07      1.95
     18.00     -8.00    429.17      2.04
     18.00     -6.00    430.51      2.03
     18.00     -4.00    436.27      1.92
     18.00     -2.00    436.87      1.93
     18.00      0.00    446.12      2.00
     18.00      2.00    449.75      1.95
     18.00      4.00    457.77      2.05
     18.00      6.00    461.21      2.07
     18.00      8.00    459.11      1.99
     18.00     10.00    465.73      1.84
     18.00     12.00    459.60      1.91
     18.00     14.00    458.90      2.09
     18.00     16.00    457.45      2.16
     18.00     18.00    461.40      1.76
     18.00     20.00    463.86      2.02
     18.00     22.00    463.54      2.14
     18.00     24.00    464.97      1.97
     18.00     26.00    473.68      1.91
     20.00    -26.00    453.97      2.14
     20.00    -24.00    451.91      1.83
     20.00    -22.00    449.37      1.99
     20.00    -20.00    449.43      2.17
     20.00    -18.00    449.03      2.00
     20.00    -16.00    440.51      1.88
     20.00    -14.00    444.50      1.99
     20.00    -12.00    434.50      1.96
     20.00    -10.00    433.65      2.06
     20.00     -8.00    435.13      2.17
     20.00     -6.00    427.38      1.89
     20.00     -4.00    429.06      1.87
     20.00     -2.00    437.08      1.95
     20.00      0.00    444.74      1.93
     20.00      2.00    446.26      1.99
     20.00      4.00    453.39      2.09
     20.00      6.00    452.90      1.96
     20.00      8.00    456.59      2.07
     20.00     10.00    456.64      2.08
     20.00     12.00    456.90      2.26
     20.00     14.00    452.85      2.13
     20.00     16.00    454.08      1.96
     20.00     18.00    459.08      2.04
     20.00     20.00    463.42      2.25
     20.00     22.00    461.21      2.04
     20.00     24.00    466.74      2.01
     22.00    -26.00    455.15      1.95
     22.00    -24.00    450.68      1.97
     22.00    -22.00    450.96      1.93
     22.00    -20.00    449.30      2.02
     22.00    -18.00    441.79      1.84
     22.00    -16.00    440.28      1.81
     22.00    -14.00    437.13      2.08
     22.00    -12.00    435.57      2.18
     22.00    -10.00    437.31      2.06
     22.00     -8.00    432.60      1.97
     22.00     -6.00    432.00      2.09
     22.00     -4.00    428.59      2.08
     22.00     -2.00    432.97      1.93
     22.00      0.00    433.48      1.88
     22.00      2.00    443.50      1.96
     22.00      4.00    446.95      1.80
     22.00      6.00    450.61      2.00
     22.00      8.00    453.90      2.14
     22.00     10.00    446.29      1.91
     22.00     12.00    458.54      2.16
     22.00     14.00    446.57      2.01
     22.00     16.00    455.44      1.93
     22.00     18.00    455.89      1.76
     22.00     20.00    453.53      1.99
     22.00     22.00    461.33      2.06
     22.00     24.00    462.95      2.17
     24.00    -26.00    453.31      2.00
     24.00    -24.00    452.39      2.06
     24.00    -22.00    448.37      2.01
     24.00    -20.00    445.45      1.96
     24.00    -18.00    441.95      1.87
     24.00    -16.00    445.93      2.13
     24.00    -14.00    442.75      1.98
     24.00    -12.00    434.77      1.86
     24.00    -10.00    432.84      1.87
     24.00     -8.00    425.70      2.25
     24.00     -6.00    427.46      2.00
     24.00     -4.00    430.28      2.06
     24.00     -2.00    432.70      2.09
     24.00      0.00    435.00      1.98
     24.00      2.00    436.79      1.93
     24.00      4.00    438.11      2.11
     24.00      6.00    447.68      2.04
     24.00      8.00    445.79      2.09
     24.00     10.00    452.30      2.04
     24.00     12.00    448.09      1.92
     24.00     14.00    443.14      2.00
     24.00     16.00    451.69      1.99
     24.00     18.00    454.63      1.96
     24.00     20.00    449.06      1.83
     24.00     22.00    455.43      2.16
     24.00     24.00    456.82      1.92
     26.00    -26.00    448.16      1.88
     26.00    -24.00    449.09      2.20
     26.00    -22.00    437.22      2.23
     26.00    -20.00    442.46      2.03
     26.00    -18.00    439.64      2.18
     26.00    -16.00    435.74      2.01
     26.00    -14.00    433.29      1.90
     26.00    -12.00    429.61      2.05
     26.00    -10.00    433.05      2.02
     26.00     -8.00    424.66      1.98
     26.00     -6.00    433.94      2.03
     26.00     -4.00    429.59      1.90
     26.00     -2.00    431.30      1.99
     26.00      0.00    433.45      2.23
     26.00      2.00    441.75      1.98
     26.00      4.00    443.50      1.93
     26.00      6.00    442.02      1.89
     26.00      8.00    439.66      1.92
     26.00     10.00    439.87      1.87
     26.00     12.00    439.36      2.05
     26.00     14.00    449.32      2.11
     26.00     16.00    448.38      2.00
     26.00     18.00    445.77      1.80
     26.00     20.00    449.37      1.90
     26.00     22.00    449.31      1.90
     28.00    -26.00    445.70      2.10
     28.00    -24.00    445.22      2.04
     28.00    -22.00    446.74      2.05
     28.00    -20.00    441.37      2.08
     28.00    -18.00    436.09      1.92
     28.00    -16.00    437.41      2.02
     28.00    -14.00    434.71      1.92
     28.00    -12.00    437.15      1.97
     28.00    -10.00    426.08      1.89
     28.00     -8.00    430.98      2.09
     28.00     -6.00    424.86      2.05
     28.00     -4.00    427.82      2.18
     28.00     -2.00    429.25      2.08
     28.00      0.00    430.50      2.24
     28.00      2.00    431.81      2.10
     28.00      4.00    432.18      2.12
     28.00      6.00    431.06      1.90
     28.00      8.00    433.10      2.07
     28.00     10.00    438.89      2.05
     28.00     12.00    435.64      1.94
     28.00     14.00    440.95      1.96
     28.00     16.00    443.55      2.02
     28.00     18.00    449.16      2.17
     28.00     20.00    447.19      2.01
     28.00     22.00    450.76      2.07
     30.00    -24.00    442.53      2.06
     30.00    -22.00    431.83      2.10
     30.00    -20.00    439.81      1.92
     30.00    -18.00    436.86      2.03
     30.00    -16.00    431.50      1.87
     30.00    -14.00    431.12      2.07
     30.00    -12.00    427.85      2.10
     30.00    -10.00    427.48      2.00
     30.00     -8.00    426.97      2.01
     30.00     -6.00    414.02      2.06
     30.00     -4.00    420.52      2.03
     30.00     -2.00    428.86      1.97
     30.00      0.00    422.58      2.02
     30.00      2.00    428.92      2.01
     30.00      4.00    425.53      1.94
     30.00      6.00    429.12      1.86
     30.00      8.00    434.44      1.96
     30.00     10.00    430.60      1.97
     30.00     12.00    433.39      1.98
     30.00     14.00    441.53      2.08
     30.00     16.00    441.65      1.83
     30.00     18.00    446.07      2.03
     30.00     20.00    447.54      2.10
     30.00     22.00    447.85      1.86
     32.00    -24.00    443.01      1.91
     32.00    -22.00    431.13      2.13
     32.00    -20.00    430.32      2.08
     32.00    -18.00    434.78      2.23
     32.00    -16.00    434.75      1.90
     32.00    -14.00    435.45      1.96
     32.00    -12.00    425.86      1.99
     32.00    -10.00    425.89      2.14
     32.00     -8.00    428.04      1.94
     32.00     -6.00    421.09      1.92
     32.00     -4.00    420.43      1.97
     32.00     -2.00    424.24      1.98
     32.00      0.00    425.64      2.13
     32.00      2.00    426.28      2.19
     32.00      4.00    429.93      1.96
     32.00      6.00    430.57      1.88
     32.00      8.00    429.61      1.93
     32.00     10.00    434.87      2.14
     32.00     12.00    434.18      1.96
     32.00     14.00    432.97      1.99
     32.00     16.00    436.63      1.87
     32.00     18.00    446.28      1.90
     32.00     20.00    446.71      2.08
     34.00    -22.00    433.27      1.93
     34.00    -20.00    432.49      1.95
     34.00    -18.00    433.00      2.05
     34.00    -16.00    427.06      1.96
     34.00    -14.00    424.32      2.01
     34.00    -12.00    416.30      2.06
     34.00    -10.00    425.84      2.03
     34.00     -8.00    420.43      1.82
     34.00     -6.00    422.27      2.13
     34.00     -4.00    417.56      2.00
     34.00     -2.00    421.88      1.95
     34.00      0.00    421.41      2.19
     34.00      2.00    421.60      1.99
     34.00      4.00    422.10      2.06
     34.00      6.00    424.85      1.98
     34.00      8.00    431.12      2.09
     34.00     10.00    428.86      2.00
     34.00     12.00    430.09      1.97
     34.00     14.00    437.25      2.16
     34.00     16.00    441.23      2.17
     34.00     18.00    443.56      1.80
     34.00     20.00    442.66      2.13
     36.00    -22.00    436.73      2.12
     36.00    -20.00    427.48      1.93
     36.00    -18.00    426.25      2.08
     36.00    -16.00    424.67      2.07
     36.00    -14.00    428.14      1.97
     36.00    -12.00    421.80      1.95
     36.00    -10.00    416.96      2.03
     36.00     -8.00    422.33      1.74
     36.00     -6.00    419.77      1.96
     36.00     -4.00    421.33      2.19
     36.00     -2.00    419.20      2.06
     36.00      0.00    418.60      2.14
     36.00      2.00    423.34      2.05
     36.00      4.00    424.91      2.13
     36.00      6.00    426.23      1.93
     36.00      8.00    426.56      1.83
     36.00     10.00    426.26      1.93
     36.00     12.00    429.57      2.01
     36.00     14.00    434.89      1.88
     36.00     16.00    433.83      2.08
     36.00     18.00    437.94      2.00
     38.00    -22.00    426.01      1.97
     38.00    -20.00    429.34      2.04
     38.00    -18.00    425.58      2.00
     38.00    -16.00    427.70      2.11
     38.00    -14.00    426.70      1.93
     38.00    -12.00    418.79      2.00
     38.00    -10.00    417.70      1.93
     38.00     -8.00    424.68      2.02
     38.00     -6.00    417.30      2.05
     38.00     -4.00    418.36      2.19
     38.00     -2.00    420.40      2.14
     38.00      0.00    419.31      1.82
     38.00      2.00    416.59      2.04
     38.00      4.00    421.61      1.81
     38.00      6.00    426.77      2.08
     38.00      8.00    425.81      1.83
     38.00     10.00    430.00      2.06
     38.00     12.00    428.40      2.15
     38.00     14.00    433.98      1.93
     38.00     16.00    435.60      2.30
     40.00    -20.00    425.75      2.05
     40.00    -18.00    428.58      2.20
     40.00    -16.00    418.92      2.08
     40.00    -14.00    417.50      2.12
     40.00    -12.00    419.58      1.92
     40.00    -10.00    417.53      2.17
     40.00     -8.00    416.21      2.02
     40.00     -6.00    413.95      2.00
     40.00     -4.00    416.76      1.97
     40.00     -2.00    416.40      2.17
     40.00      0.00    422.18      2.07
     40.00      2.00    418.95      2.02
     40.00      4.00    416.81      2.01
     40.00      6.00    423.02      2.03
     40.00      8.00    419.67      2.15
     40.00     10.00    425.08      1.93
     40.00     12.00    427.22      2.03
     40.00     14.00    429.75      2.01
     40.00     16.00    425.91      1.70
     42.00    -18.00    416.57      1.97
     42.00    -16.00    419.16      2.25
     42.00    -14.00    421.37      1.88
     42.00    -12.00    416.58      1.89
     42.00    -10.00    418.22      2.14
     42.00     -8.00    414.89      1.96
     42.00     -6.00    418.01      1.95
     42.00     -4.00    421.84      1.98
     42.00     -2.00    418.69      2.26
     42.00      0.00    413.99      2.07
     42.00      2.00    423.54      1.93
     42.00      4.00    414.85      1.92
     42.00      6.00    417.59      2.00
     42.00      8.00    422.47      1.94
     42.00     10.00    421.79      2.11
     42.00     12.00    423.15      1.85
     42.00     14.00    429.68      2.08
     44.00    -16.00    419.20      2.03
     44.00    -14.00    418.18      2.05
     44.00    -12.00    414.67      1.89
     44.00    -10.00    415.63      1.89
     44.00     -8.00    413.50      2.04
     44.00     -6.00    410.73      1.99
     44.00     -4.00    408.76      2.00
     44.00     -2.00    413.36      2.08
     44.00      0.00    418.56      2.08
     44.00      2.00    411.79      2.19
     44.00      4.00    418.23      1.95
     44.00      6.00    415.28      2.01
     44.00      8.00    427.59      1.93
     44.00     10.00    420.98      2.05
     44.00     12.00    428.37      2.01
     46.00    -16.00    416.55      2.17
     46.00    -14.00    413.50      1.90
     46.00    -12.00    416.63      2.14
     46.00    -10.00    415.59      1.84
     46.00     -8.00    414.93      2.05
     46.00     -6.00    413.70      1.90
     46.00     -4.00    410.31      1.97
     46.00     -2.00    414.76      1.91
     46.00      0.00    416.90      1.95
     46.00      2.00    412.51      2.10
     46.00      4.00    416.84      1.99
     46.00      6.00    416.92      1.95
     46.00      8.00    422.12      2.24
     46.00     10.00    423.31      1.91
     48.00    -12.00    415.65      2.03
     48.00    -10.00    416.69      2.12
     48.00     -8.00    412.44      2.15
     48.00     -6.00    411.25      1.97
     48.00     -4.00    414.07      1.75
     48.00     -2.00    411.89      1.88
     48.00      0.00    415.72      1.75
     48.00      2.00    411.36      2.07
     48.00      4.00    411.28      1.97
     48.00      6.00    413.92      1.97
     48.00      8.00    418.76      2.11
     50.00    -10.00    410.39      2.16
     50.00     -8.00    403.13      2.03
     50.00     -6.00    409.88      1.88
     50.00     -4.00    417.47      1.88
     50.00     -2.00    412.67      1.99
     50.00      0.00    410.04      1.82
     50.00      2.00    414.61      1.99
     50.00      4.00    405.95      1.98
